runtime	starttime
1.9741780757904053	1356318173.567003
1.9784190654754639	1356318173.581362
2.0316009521484375	1356318173.571852
2.0440518856048584	1356318173.5762081
2.0355019569396973	1356318173.5970631
15.487616062164307	1356318173.7053559
18.199671983718872	1356318173.6214039
18.202782869338989	1356318173.6296251
18.232674837112427	1356318173.6171761
18.212807178497314	1356318173.6553619
18.290805101394653	1356318173.5919089
18.208571910858154	1356318173.696763
18.267146110534668	1356318173.6506879
18.221749067306519	1356318173.7147729
18.311604976654053	1356318173.642396
18.299933910369873	1356318173.669214
18.300371170043945	1356318173.6832039
18.354579925537109	1356318173.6466801
18.340337991714478	1356318173.67853
18.309000968933105	1356318173.7276101
18.305037975311279	1356318173.7493911
18.284630060195923	1356318173.781055
18.850728034973145	1356318173.6644881
18.912683010101318	1356318173.6877551
18.878210067749023	1356318173.73982
18.873213052749634	1356318173.7633059
18.909357070922852	1356318173.7446959
18.861758947372437	1356318173.8027101
19.175947904586792	1356318173.73175
19.172160863876343	1356318173.7540071
19.744706869125366	1356318173.633599
20.08550500869751	1356318173.602211
20.162076950073242	1356318173.807426
20.095208168029785	1356318173.9009709
20.157811880111694	1356318173.8542941
20.440225124359131	1356318173.5865459
20.417253017425537	1356318173.6260951
20.386115074157715	1356318173.6738989
20.456712961196899	1356318173.691828
20.628920078277588	1356318173.710114
20.747058868408203	1356318173.6066861
20.711236953735352	1356318173.65993
20.597366094589233	1356318173.7892129
20.589065074920654	1356318173.81234
21.299798011779785	1356318173.63814
21.183241128921509	1356318173.7721369
21.178864002227783	1356318173.793772
21.224951982498169	1356318173.758749
21.203069925308228	1356318173.798532
21.232168912887573	1356318173.7852321
21.210628986358643	1356318173.8303871
21.212707042694092	1356318173.8442509
21.22379994392395	1356318173.849684
21.264954090118408	1356318173.8257999
21.244158029556274	1356318173.8636971
21.244897127151489	1356318173.8778689
21.262537956237793	1356318173.872998
21.881771087646484	1356318173.91063
21.890473127365112	1356318173.9153979
21.900751113891602	1356318173.920259
21.911595821380615	1356318173.9243741
22.025007963180542	1356318173.93277
22.01421594619751	1356318173.959681
22.023597002029419	1356318173.9636309
22.054235935211182	1356318173.945996
22.416599988937378	1356318173.9907041
22.409719944000244	1356318174.015214
22.511790037155151	1356318173.9286549
22.438361167907715	1356318174.0195799
22.486371994018555	1356318173.9816811
23.129864931106567	1356318173.72419
23.159730195999146	1356318173.9555359
23.249706029891968	1356318173.882585
23.251837968826294	1356318173.896178
23.277626991271973	1356318173.886663
23.461408138275146	1356318173.9949689
24.227256059646606	1356318173.735836
25.554685831069946	1356318173.6118431
25.827430009841919	1356318173.999691
26.144742012023926	1356318173.701365
25.925104856491089	1356318173.97264
26.447873115539551	1356318173.950737
26.95445704460144	1356318173.7674379
27.374790906906128	1356318173.8394451
27.33575701713562	1356318173.8914919
27.385983943939209	1356318173.8589151
27.484991073608398	1356318173.977325
27.723896026611328	1356318173.8352239
27.624206066131592	1356318173.9685819
27.726498126983643	1356318173.9858689
27.785892009735107	1356318173.9411891
27.964998006820679	1356318173.7763131
27.874425888061523	1356318173.905874
28.769062042236328	1356318173.868526
30.108515024185181	1356318173.821157
30.665410995483398	1356318174.0043371
30.770039081573486	1356318173.9369509
32.553385019302368	1356318173.7194951
33.888338088989258	1356318174.010402
36.132390975952148	1356318173.816433
1.9683101177215576	1356318211.96541
2.0109000205993652	1356318211.948813
1.9811508655548096	1356318211.9952061
2.0423078536987305	1356318211.952069
1.9844660758972168	1356318212.023325
2.0510208606719971	1356318211.975342
2.089087963104248	1356318211.9621191
2.1154639720916748	1356318211.9588339
2.1200580596923828	1356318211.972105
2.1149539947509766	1356318212.0001869
2.1174979209899902	1356318212.0132711
2.0842931270599365	1356318212.083504
2.2162489891052246	1356318211.9785609
2.4454190731048584	1356318211.939122
2.3519718647003174	1356318212.0567501
2.4070420265197754	1356318212.020098
2.4091188907623291	1356318212.0367341
2.3607418537139893	1356318212.103718
2.4044339656829834	1356318212.08003
2.5154550075531006	1356318211.9886451
2.4632198810577393	1356318212.0633531
2.5594580173492432	1356318211.985415
2.6051139831542969	1356318211.9555581
2.4699060916900635	1356318212.106971
2.6069369316101074	1356318211.991966
2.6978139877319336	1356318211.9159131
2.5803999900817871	1356318212.050077
2.5709381103515625	1356318212.0735199
2.5633399486541748	1356318212.1237521
2.5599291324615479	1356318212.1409409
2.5961132049560547	1356318212.1204009
2.8100788593292236	1356318212.0400021
2.7792940139770508	1356318212.1003411
2.8344278335571289	1356318212.0666001
2.8848869800567627	1356318212.030009
3.2003281116485596	1356318212.003402
3.1241829395294189	1356318212.097012
3.3029000759124756	1356318211.935462
3.2853600978851318	1356318211.9688749
3.141974925994873	1356318212.1374481
3.206118106842041	1356318212.1441889
3.1164219379425049	1356318212.2495971
3.2305898666381836	1356318212.1545801
3.3268980979919434	1356318212.0768099
3.3137538433074951	1356318212.1103101
3.2925689220428467	1356318212.1580291
3.2001419067382812	1356318212.270081
3.4690539836883545	1356318212.0265501
3.470350980758667	1356318212.043463
3.5176610946655273	1356318212.0869739
3.7571887969970703	1356318211.9818101
3.9448120594024658	1356318212.1340439
8.4878439903259277	1356318212.1274259
8.4565439224243164	1356318212.1732781
8.5009570121765137	1356318212.1475151
8.5929691791534424	1356318212.0700829
8.6380081176757812	1356318212.26682
8.9886219501495361	1356318211.9257431
8.9301600456237793	1356318212.1307919
9.0203850269317627	1356318212.053309
9.3284680843353271	1356318212.2802889
9.6644740104675293	1356318212.294076
9.6743218898773193	1356318212.29743
10.043274879455566	1356318211.94559
10.211112976074219	1356318212.151099
10.61600399017334	1356318211.9192979
10.76406192779541	1356318211.942348
10.999851942062378	1356318212.321507
11.018061876296997	1356318212.3180561
11.249646902084351	1356318212.2873471
11.468523025512695	1356318212.27689
11.719290971755981	1356318212.263453
11.878811120986938	1356318212.2460899
12.008407115936279	1356318212.1612959
12.068212985992432	1356318212.1170449
12.288403987884521	1356318211.9224989
12.183771848678589	1356318212.0468471
12.211843013763428	1356318212.0332401
12.254438877105713	1356318212.0066421
11.978385925292969	1356318212.307596
11.997117042541504	1356318212.3040071
12.018136978149414	1356318212.300765
12.260055065155029	1356318212.090188
12.081165075302124	1356318212.283757
12.421126127243042	1356318212.2733099
13.216078042984009	1356318212.01688
13.202408075332642	1356318212.311008
13.478634119033813	1356318212.060112
14.004565954208374	1356318211.9289711
14.423818111419678	1356318212.256655
15.450628042221069	1356318212.253047
15.910948991775513	1356318212.1137979
16.153186798095703	1356318212.1666441
16.597803115844727	1356318212.0099759
16.506323099136353	1356318212.1699679
17.190678834915161	1356318212.093399
16.996820211410522	1356318212.3145969
19.106061935424805	1356318212.260124
20.330137968063354	1356318211.93221
19.99701714515686	1356318212.290803
1.2550499439239502	1356318234.508373
1.4229459762573242	1356318234.514966
1.5435018539428711	1356318234.5548611
1.5995240211486816	1356318234.5213981
1.5884430408477783	1356318234.551636
1.5922150611877441	1356318234.56901
1.5680868625640869	1356318234.6058941
1.6647810935974121	1356318234.53827
1.5894708633422852	1356318234.625931
1.6056489944458008	1356318234.636168
1.6372990608215332	1356318234.639791
1.6829168796539307	1356318234.616055
1.7942240238189697	1356318234.5318079
1.8307540416717529	1356318234.5891199
1.798335075378418	1356318234.646313
1.8889830112457275	1356318234.579
2.1111009120941162	1356318234.6192801
2.2012970447540283	1356318234.649524
2.1660130023956299	1356318234.7044809
2.2860338687896729	1356318234.602581
2.3122749328613281	1356318234.595778
2.3993480205535889	1356318234.527961
2.3478610515594482	1356318234.5990069
2.43766188621521	1356318234.524719
2.4666650295257568	1356318234.511729
2.264625072479248	1356318234.728816
2.3171181678771973	1356318234.6945419
2.3638172149658203	1356318234.6635399
2.3841757774353027	1356318234.6600871
2.5152318477630615	1356318234.5414951
2.5407450199127197	1356318234.5350249
2.5175290107727051	1356318234.5756149
2.4206478595733643	1356318234.691133
2.6124730110168457	1356318234.5181789
2.3407199382781982	1356318234.8105581
2.377155065536499	1356318234.789813
2.630511999130249	1356318234.5581951
2.6756360530853271	1356318234.751756
3.0181488990783691	1356318234.807008
3.2955658435821533	1356318234.5479591
3.0247809886932373	1356318234.841866
3.0722029209136963	1356318234.814054
3.0553240776062012	1356318234.8489549
3.3534770011901855	1356318234.5722401
3.2652709484100342	1356318234.6767139
3.3879201412200928	1356318234.6568019
3.2912440299987793	1356318234.7658319
3.2536051273345947	1356318234.821157
3.3814148902893066	1356318234.715512
3.3332068920135498	1356318234.7759931
3.4933841228485107	1356318234.6296329
3.7036490440368652	1356318234.582643
3.6777889728546143	1356318234.622689
3.5123848915100098	1356318234.8034921
3.5592231750488281	1356318234.7727709
3.6749429702758789	1356318234.6735129
3.6385350227355957	1356318234.738189
4.0292868614196777	1356318234.670289
4.007051944732666	1356318234.8280771
4.0259339809417725	1356318234.824636
4.1162800788879395	1356318234.7934539
4.1469871997833252	1356318234.7792139
4.1610591411590576	1356318234.7862899
4.2034800052642822	1356318234.758734
4.390326976776123	1356318234.845273
4.6485521793365479	1356318234.7188139
4.6494729518890381	1356318234.7324741
4.6885249614715576	1356318234.7084219
4.7309629917144775	1356318234.680639
4.685521125793457	1356318234.7418189
4.6036851406097412	1356318234.834703
4.7410550117492676	1356318234.7118981
4.7714400291442871	1356318234.7010109
4.8093929290771484	1356318234.6842861
4.8377940654754639	1356318234.6670539
4.8767731189727783	1356318234.6430709
4.8530149459838867	1356318234.6977921
4.7315030097961426	1356318234.838325
